scig1.0000008	GO:0008046,GO:0005509,GO:0005201
scig1.0057705	GO:0008239,GO:0004252,GO:0004177,GO:0044325,GO:0016787,GO:0005178,GO:0042803,GO:0001618,GO:0042277,GO:0005102,GO:0045499,GO:0008236,GO:0005518,GO:0042802,GO:0004175,GO:0005515,GO:0015459,GO:0002020,GO:0008233
scig1.0057736	GO:0022829
scig1.0057745	GO:0003887,GO:0004518,GO:0016787,GO:0004519,GO:0003676,GO:0016740,GO:0008233,GO:0016779,GO:0003964,GO:0004190
scig1.0057754	GO:0005515,GO:0005509,GO:0005201,GO:0005179
scig1.0057802	GO:0016740,GO:0016757,GO:0008013,GO:0000030,GO:0005515
scig1.0057808	GO:0005096
scig1.0057847	GO:0061863,GO:0051010
scig1.0057853	GO:0000062,GO:0034237,GO:0005515,GO:0003824
scig1.0057864	GO:0005515,GO:0042802,GO:0046872,GO:0060230,GO:0098640,GO:0003682,GO:0008201,GO:0048306,GO:0005509,GO:0030246,GO:0005543,GO:0005178,GO:0008289,GO:0033691,GO:0070492,GO:0001530,GO:0042806
scig1.0057882	GO:0003674
scig1.0057889	GO:0003674,GO:0005515
scig1.0057904	GO:0005136,GO:0005515
scig1.0057911	GO:0005096,GO:0046872
scig1.0057921	GO:0016829,GO:1990838,GO:0004518,GO:0016787,GO:0000175
scig1.0057924	GO:0004540,GO:0003682,GO:0003729,GO:0003730,GO:0035198,GO:0035613,GO:0004521,GO:0043022,GO:0005515,GO:0046872,GO:0004843,GO:0035925,GO:0004519,GO:0003677,GO:0016787,GO:0004532,GO:0004518,GO:0003723
scig1.0057968	GO:0008092,GO:0044325,GO:0140031,GO:0061629,GO:0030674,GO:0045296,GO:0030507,GO:0005200,GO:0005515
scig1.0057978	GO:0003674,GO:0003735
scig1.0057982	GO:0005509
scig1.0057984	GO:0004032,GO:0008106,GO:0016491,GO:0004745
scig1.0058014	GO:0001530,GO:0003823,GO:0046872,GO:0005515
scig1.0058046	GO:0003713,GO:0016251,GO:0005515,GO:0046982,GO:0017162,GO:0003677
scig1.0058073	GO:0050200,GO:0003674,GO:0047191,GO:0003841,GO:0047192,GO:0046872,GO:0016740,GO:0005509,GO:0047159,GO:0008374,GO:0042171,GO:0016746,GO:0047184
scig1.0058078	GO:0004303,GO:0016491,GO:0047045,GO:0016616,GO:0042802
scig1.0058085	GO:0140807,GO:0016740,GO:0016757,GO:0140806,GO:0043539,GO:0016779,GO:0005515,GO:0140804,GO:0003950,GO:1990404,GO:0019900
scig1.0058087	GO:0031369,GO:0005515,GO:0044183,GO:0046872,GO:0030971,GO:0008270
scig1.0058102	GO:0003676,GO:0016740,GO:0016301,GO:0000166,GO:0005524,GO:0004715,GO:0003887,GO:0004713,GO:0008270,GO:0046872,GO:0019899,GO:0004672
scig1.0058119	GO:0002162,GO:0016740,GO:0043236,GO:0016780,GO:0042802,GO:0005515,GO:0046872
scig1.0058122	GO:0005515,GO:0046872,GO:0016706,GO:0016491,GO:0051213
scig1.0058145	GO:0003723,GO:0016740,GO:0005524,GO:0000166,GO:0016301,GO:0046872,GO:0005515,GO:0004672,GO:0106310,GO:0004697,GO:0004674,GO:0042162
scig1.0058172	GO:0051015,GO:0051059,GO:0003779,GO:0005515,GO:0140311,GO:0003674
scig1.0058224	GO:0003723,GO:1990948,GO:0003735,GO:0031625,GO:0070180,GO:0005515,GO:0001223
scig1.0058251	GO:0003964,GO:0016779,GO:0016740,GO:0003824
scig1.0058263	GO:0038023,GO:0015248,GO:0005319,GO:0015485,GO:0004888,GO:0005515,GO:0001618
scig1.0058267	GO:0005524,GO:0000166,GO:0016740,GO:0016787,GO:0061630,GO:0003824,GO:0004842,GO:0016887,GO:0005515,GO:0046872
scig1.0058270	GO:0003682,GO:0038023,GO:0050699,GO:0003713,GO:0005515,GO:0004888,GO:0046872,GO:0035035,GO:0005509
scig1.0058274	GO:0003674,GO:0042802,GO:0005515,GO:0050833
scig1.0058279	GO:0019899
scig1.0058283	GO:0051010,GO:0043021,GO:0005515,GO:0061863,GO:0045296,GO:0008017
scig1.0058294	GO:0043014
scig1.0058306	GO:0016740,GO:0061630,GO:0004842
scig1.0058314	GO:0005178,GO:0030246,GO:0005201,GO:0046872,GO:0097367,GO:0005515,GO:0005518,GO:0098633,GO:0003823,GO:0005102,GO:0008201
scig1.0058391	GO:0019213,GO:0016798,GO:0016787,GO:0140293
scig1.0058411	GO:0005007,GO:0004714,GO:0016740,GO:0016301,GO:0005524,GO:0000166,GO:0046872,GO:0017134,GO:0004672,GO:0004713,GO:0008201
scig1.0058447	GO:0005515,GO:0060090
scig1.0058462	GO:0098505,GO:0003676,GO:0003677,GO:0043047,GO:0005515,GO:0003697,GO:0003684,GO:0046872
scig1.0058495	GO:0003674,GO:0046872
scig1.0058530	GO:0003713,GO:0019899,GO:0005515,GO:0042802,GO:0016491
scig1.0058591	GO:0003677,GO:0000977,GO:1990837,GO:0000981,GO:0046872,GO:0000978
scig1.0058595	GO:0046872,GO:0033889,GO:0016787,GO:0008484,GO:0004065
scig1.0058604	GO:0016491,GO:0097621
scig1.0058623	GO:0098640,GO:0005515,GO:0003682,GO:0008201,GO:0005178,GO:0005509,GO:0043395
scig1.0058652	GO:0050145,GO:0016776,GO:0030246,GO:0019205,GO:0005509,GO:0016740,GO:0004017,GO:0016301,GO:0005524,GO:0000166,GO:0004930,GO:0046872,GO:0004888,GO:0005515,GO:0004550,GO:0016887
scig1.0058660	GO:0046872,GO:0048257,GO:0003677,GO:0016787,GO:0004518,GO:0004519,GO:0008821
scig1.0058680	GO:0004713,GO:0038023,GO:0005125,GO:0016853,GO:0097367,GO:0048029,GO:0046872,GO:0031625,GO:0004347,GO:0004672,GO:0016740,GO:0016301,GO:0005524,GO:0000166,GO:0005007,GO:0004714
scig1.0058683	GO:0005515,GO:0000981,GO:0046872,GO:0000978,GO:0003682,GO:0001227,GO:0140297,GO:0000400,GO:0046332,GO:0001217,GO:0003677,GO:0043565,GO:0003723,GO:1990837,GO:0001228,GO:0003700,GO:0000976,GO:0000987
scig1.0058737	GO:0003677
scig1.0058747	GO:0046872,GO:0016175,GO:0046982,GO:0016491,GO:0020037,GO:0009055,GO:0050660
scig1.0058780	GO:0005515,GO:1990756,GO:0140677,GO:0097602,GO:0008013,GO:0160072,GO:1990444,GO:0019904
scig1.0058786	GO:0001642,GO:0070905,GO:0016595,GO:0010855,GO:0005509,GO:0030165,GO:0046983,GO:0004930,GO:0008066
scig1.0058787	GO:0003677,GO:0003697,GO:0003690
scig1.0058793	GO:0016491,GO:0000166,GO:0051287,GO:0008746,GO:0003957,GO:0042802,GO:0050661
scig1.0058805	GO:0000149,GO:0005249,GO:0005484,GO:0017075
scig1.0058826	GO:0003682,GO:0005515,GO:0098640,GO:0005509,GO:0005178
scig1.0058830	GO:0000166,GO:0005524,GO:0016887,GO:0051959,GO:0008569,GO:0003777,GO:0045505
scig1.0058848	GO:0017147,GO:0005201,GO:0005109
scig1.0058856	GO:0004519,GO:0003723,GO:0004518,GO:0016787,GO:0016829,GO:0033897,GO:0004521
scig1.0058876	GO:0008682,GO:0046872,GO:0003682,GO:0004497,GO:0005216,GO:0016491,GO:0016709
scig1.0058904	GO:0016787,GO:0052793
scig1.0058905	GO:0046872
scig1.0058914	GO:0022857,GO:0015297,GO:0061513,GO:0005515,GO:0015152
scig1.0058946	GO:0030295,GO:0046872
scig1.0058949	GO:0141052,GO:0032452,GO:0032454,GO:0003712,GO:0051213,GO:0016491,GO:0051864,GO:0071558,GO:0140683,GO:0046872,GO:0035064,GO:0005506,GO:0016706,GO:0035575,GO:0008270
scig1.0058957	GO:0043395,GO:0070325,GO:0016964,GO:0032050,GO:0038024,GO:0005041,GO:0001540,GO:0003723,GO:0005044,GO:0005509,GO:0015248,GO:0044877,GO:0034185,GO:0038023,GO:0042923,GO:0031267,GO:0030169,GO:0019828,GO:0004888,GO:0046872,GO:0005515,GO:0030226
scig1.0058971	GO:0000030,GO:0046872,GO:0016757,GO:0004169,GO:0016740
scig1.0059018	GO:0008233,GO:0016779,GO:0003964,GO:0004190,GO:0003887,GO:0004518,GO:0016787,GO:0004519,GO:0016740,GO:0003676
scig1.0059033	GO:0016740,GO:0016301,GO:0005524,GO:0000166,GO:0004693,GO:0004672,GO:0106310,GO:0004674
scig1.0059065	GO:0000287,GO:0016740,GO:0016301,GO:0004749,GO:0005524,GO:0000166,GO:0046872
scig1.0059067	GO:0016740,GO:0050509,GO:0015020,GO:0046982,GO:0042803,GO:0050508,GO:0042328,GO:0016757,GO:0008375,GO:0046872,GO:0016758,GO:0005515
scig1.0059083	GO:0140662,GO:0016887,GO:0000166,GO:0005524,GO:0051082
scig1.0059090	GO:0016301,GO:0000166,GO:0005524,GO:0004683,GO:0016740,GO:0005516,GO:0009931,GO:0004674,GO:0106310,GO:0004672
scig1.0059094	GO:0046872,GO:0016887,GO:0004842,GO:0016787,GO:0003824,GO:0061630,GO:0000166,GO:0005524,GO:0016740
scig1.0059108	GO:0008381
scig1.0059110	GO:0008017,GO:0061676,GO:0045296,GO:0019901,GO:0019905,GO:0042802,GO:0005515
scig1.0059119	GO:0016740,GO:0016208,GO:0016757,GO:0005515,GO:0003999,GO:0002055
scig1.0059131	GO:1905574,GO:0046872,GO:0050692,GO:0002020,GO:1905575,GO:0005515,GO:0097110,GO:0042802,GO:0004075,GO:0005102,GO:0009374,GO:0032810,GO:0042803,GO:1905576,GO:0005543,GO:0003824,GO:0008047,GO:1905573,GO:0005524,GO:1905577,GO:0046966,GO:0016874,GO:0000166,GO:0003989
scig1.0059174	GO:0051015,GO:0005516,GO:0003887,GO:0003779,GO:0005524,GO:0000166,GO:0003676,GO:0003774,GO:0019899,GO:0046872,GO:0008270,GO:0000146
scig1.0059188	GO:0004535,GO:0004527,GO:0016787,GO:0003824,GO:0003723,GO:0004518,GO:0004532,GO:0005515,GO:0030374,GO:0046872
scig1.0059214	GO:0001848
scig1.0059215	GO:0005515,GO:0003688,GO:1990756,GO:0140677,GO:0097602,GO:0004842,GO:0008013,GO:0061630,GO:0160072,GO:1990444,GO:0019904
scig1.0059231	GO:0016740,GO:0016301,GO:0000166,GO:0005524,GO:0004674,GO:0106310,GO:0004672
scig1.0059307	GO:0003723,GO:0140658,GO:0003677,GO:0008094,GO:0016787,GO:0000340,GO:0000166,GO:0005524,GO:0003743,GO:0004386,GO:0043130,GO:0016887,GO:0003682
scig1.0059310	GO:0003682,GO:0005515
scig1.0059314	GO:0016798,GO:0016787,GO:0030246,GO:0003824,GO:0061634,GO:0004553
scig1.0059378	GO:0032266
scig1.0059407	GO:0008832,GO:0003682,GO:0004540,GO:0044877,GO:0016793,GO:0160009,GO:0000979,GO:1990841,GO:0008270,GO:0140297,GO:0019899,GO:0005515,GO:0003697,GO:0002039,GO:0042802,GO:0001046,GO:0160010,GO:0046872,GO:0000978,GO:0160008,GO:0042393,GO:0001222,GO:0000166,GO:0000976,GO:0031072,GO:0005525,GO:0019213,GO:0032567,GO:0003676,GO:0033558,GO:0042826,GO:0031492,GO:0106375,GO:0003677,GO:0016787,GO:0003824,GO:0051059,GO:0004407,GO:0061629,GO:0035851,GO:0003723,GO:0003714,GO:0070888
scig1.0059421	GO:0016747,GO:0043992,GO:0016740,GO:0016746,GO:0003682,GO:0106228,GO:0106078,GO:0003713,GO:0106229,GO:0061733,GO:0010484,GO:0004402
scig1.0059431	GO:0046983,GO:0000981,GO:0000978,GO:0000987,GO:0003677
scig1.0059456	GO:0003779,GO:0017017,GO:0016791,GO:0016787,GO:0004725,GO:0004721,GO:0008138,GO:0033550,GO:0017018,GO:0008330,GO:0005515,GO:0004722
scig1.0059460	GO:0004366,GO:0016740,GO:0003824,GO:0008374,GO:0016746,GO:0016287
scig1.0059510	GO:0005515,GO:0000981,GO:0000978,GO:1990837,GO:0001228,GO:0000976,GO:0003700,GO:0003677
scig1.0059514	GO:0005109,GO:0005102,GO:0005125,GO:0048018,GO:0003714
scig1.0059544	GO:0016740,GO:0005524,GO:0000166,GO:0016301,GO:0004674,GO:0004709,GO:0046872,GO:0005515,GO:0004672,GO:0106310
scig1.0059562	GO:0008137
scig1.0059573	GO:0003723,GO:0008312,GO:0019904,GO:0017124,GO:0005515,GO:0043022,GO:0030942,GO:0046872,GO:0005047
scig1.0059593	GO:0008270,GO:0046872,GO:0019899,GO:0003676,GO:0003887
scig1.0059625	GO:0005515,GO:0019899,GO:0000981,GO:0008139,GO:0042802,GO:0031625,GO:0000978,GO:0044877,GO:0140311,GO:0003677,GO:0051059,GO:0140313,GO:0031072,GO:0003700
scig1.0059666	GO:0016740,GO:0005524,GO:0000166,GO:0016874,GO:0002161,GO:0004827,GO:0004812
scig1.0059728	GO:0005178,GO:0005509,GO:0005543,GO:0004698,GO:0016740,GO:0016301,GO:0000166,GO:0008289,GO:0005524,GO:0046872,GO:0004697,GO:0106310,GO:0019899,GO:0005515,GO:0004672,GO:0008270,GO:0004674,GO:0035403
scig1.0059739	GO:0005515
scig1.0059749	GO:0003779,GO:0005509,GO:0051015
scig1.0059752	GO:0008307,GO:0042805,GO:0046872,GO:0051393,GO:0051219
scig1.0059762	GO:0003729
scig1.0059777	GO:0004485,GO:0000166,GO:0016874,GO:0005524
scig1.0059792	GO:0046872,GO:0003674,GO:0016846
scig1.0059795	GO:0003723
scig1.0059819	GO:0003723,GO:0016787,GO:0008251,GO:0003726,GO:0046872,GO:0042802,GO:0005515,GO:0003725,GO:0004000
scig1.0059821	GO:0008270,GO:0051990,GO:0046872,GO:0071949,GO:0016491,GO:0050660,GO:0003824
scig1.0059825	GO:0003674
scig1.0059869	GO:0061778,GO:0005515
scig1.0059884	GO:0004672,GO:0004713,GO:0004714,GO:0005509,GO:0016740,GO:0016301,GO:0000166,GO:0005524
scig1.0059891	GO:0046872,GO:0008233,GO:0003964,GO:0016779,GO:0008270,GO:0004540,GO:0004190,GO:0003887,GO:0003723,GO:0004518,GO:0016787,GO:0003677,GO:0003824,GO:0004519,GO:0003676,GO:0016740,GO:0005524,GO:0004523,GO:0000166
scig1.0059937	GO:0001786,GO:0005044,GO:0042803,GO:0001618,GO:0038024,GO:0031210,GO:0051087,GO:0015485,GO:0004888,GO:0019899,GO:0005515
scig1.0059961	GO:0046872,GO:0008270,GO:0046983
scig1.0059992	GO:0043890,GO:0004065,GO:0016787,GO:0008484,GO:0003943,GO:0046872
scig1.0060003	GO:0000166,GO:0019901,GO:0003676,GO:0016740,GO:0003677,GO:0003887,GO:0003688,GO:0003682,GO:0008270,GO:0005515,GO:0003697,GO:0016779,GO:0046872
scig1.0060025	GO:0005509,GO:0005178,GO:0005515,GO:0098640,GO:0003682,GO:0003674
scig1.0060033	GO:0016779,GO:0003964,GO:0003824,GO:0016740
scig1.0060043	GO:0042802,GO:0005515,GO:0008289
scig1.0060044	GO:0004674,GO:0004693,GO:0008353,GO:0106310,GO:0004672,GO:0005515,GO:0016740,GO:0016301,GO:0000166,GO:0005524,GO:0061630
scig1.0060048	GO:0003735
scig1.0060052	GO:0016301,GO:0005524,GO:0000166,GO:0016740,GO:0004714,GO:0004713,GO:0004672,GO:0005515,GO:0019903,GO:0046872
scig1.0060055	GO:0003676,GO:0003677,GO:0043565,GO:0003723,GO:0003682,GO:0005515,GO:0042802,GO:0000978
scig1.0060078	GO:0046872,GO:0016798,GO:0004559,GO:0016787,GO:0003824,GO:0030246
scig1.0060086	GO:0005515,GO:0004521,GO:0003824
scig1.0060092	GO:0004519,GO:0004520,GO:0004518,GO:0016787
scig1.0060099	GO:0003677,GO:0070410,GO:0016740,GO:0070412,GO:0005515,GO:0046872,GO:0004842,GO:0008270
scig1.0060111	GO:0031419,GO:0016765,GO:0008817,GO:0000166,GO:0005524,GO:0016740
scig1.0060125	GO:0042802,GO:1905573,GO:0008289,GO:0005543,GO:0005509
scig1.0060139	GO:0005518,GO:0044877,GO:0005198,GO:0005515,GO:0042802,GO:0005201,GO:0017022,GO:0005509
scig1.0060147	GO:0004252,GO:0042277,GO:0016787,GO:0008236,GO:0008240,GO:0035727,GO:0008233,GO:0046872,GO:0120146,GO:0004175
scig1.0060158	GO:0031267
scig1.0060196	GO:0046872,GO:0035064,GO:0008233,GO:0004175,GO:0051864,GO:0003674,GO:0003682,GO:0016787,GO:0051213,GO:0016491,GO:0004177,GO:0106157
scig1.0060217	GO:0005515,GO:0017056
scig1.0060228	GO:0019901
scig1.0060268	GO:0016301,GO:0005524,GO:0000166,GO:0016740,GO:0004715,GO:0005102,GO:0004713,GO:0005515,GO:0004672
scig1.0060272	GO:0046982
scig1.0060289	GO:0003700,GO:0042803,GO:0003677,GO:0000978,GO:0000981
scig1.0060337	GO:0005515,GO:0046872,GO:0047372,GO:0004806,GO:0016787,GO:0016298
scig1.0060361	GO:0005524,GO:0000166,GO:0016301,GO:0016740,GO:0004714,GO:0004713,GO:0004672
scig1.0060366	GO:0005515
scig1.0060389	GO:0003944,GO:0016787
scig1.0060399	GO:0003729,GO:0003676,GO:0003723
scig1.0060451	GO:0015312,GO:0022857,GO:0015311
scig1.0060456	GO:0005272,GO:0015252,GO:0015280,GO:0005261
scig1.0060482	GO:0004557,GO:0004553,GO:0015925,GO:0016798,GO:0016787
scig1.0060486	GO:0005096,GO:0031267,GO:0070412
scig1.0060505	GO:0005516,GO:0005216,GO:0005262,GO:0046872,GO:0042802,GO:0005515
scig1.0060519	GO:0003674
scig1.0060527	GO:0017056
scig1.0060537	GO:0016298,GO:0004629,GO:1990699,GO:0016787,GO:0052689,GO:0005515
scig1.0060543	GO:0004579,GO:0016757,GO:0016740,GO:0008289,GO:0046872,GO:0004576
scig1.0060558	GO:0000977,GO:0003677,GO:0003700,GO:0000978,GO:0000981
scig1.0060576	GO:0003682,GO:0044877,GO:0005515,GO:0003677,GO:0061629,GO:0003714,GO:0003723,GO:0140416
scig1.0060623	GO:0005524,GO:0000166,GO:0016787,GO:0000287,GO:0042803,GO:0003682,GO:0008270,GO:0016887,GO:0005515,GO:0042802,GO:0046872,GO:0042393
scig1.0060632	GO:0005515,GO:0042802,GO:0046872,GO:0031267,GO:0008270,GO:0061630,GO:0005085,GO:0016740
scig1.0060635	GO:0005525,GO:0000166,GO:0008289,GO:0005543,GO:0003677,GO:0005096,GO:0032794,GO:0044877,GO:0003924
scig1.0060641	GO:0016791,GO:0016787,GO:0004721,GO:0019211,GO:0017018,GO:0004722
scig1.0060653	GO:0046872,GO:0005515,GO:0004423,GO:0016787,GO:0008484,GO:0005509
scig1.0060663	GO:0008242,GO:0016787,GO:0008238,GO:0034722,GO:0005515
scig1.0060683	GO:0008115,GO:0016491,GO:0050660
scig1.0060686	GO:0015232
scig1.0060724	GO:0005515,GO:0042802,GO:0003743,GO:0008135,GO:0008190,GO:0060090,GO:0003729,GO:0031369,GO:0003723,GO:0005524
scig1.0060725	GO:0003674,GO:0030414
scig1.0060729	GO:0003824,GO:0016740,GO:0016779,GO:0003964
scig1.0060741	GO:0046872
scig1.0060745	GO:0003674
scig1.0060748	GO:0003964,GO:0016779,GO:0004930,GO:0046872,GO:0003674,GO:0003824,GO:0016740
scig1.0060757	GO:0003677,GO:0000978,GO:0046872,GO:0000981
scig1.0060765	GO:0031267,GO:0005515,GO:0003924,GO:0003925,GO:1905394,GO:0000166,GO:0005525,GO:0019003,GO:0016787
scig1.0060774	GO:0000166,GO:0005525,GO:0016787,GO:0003924,GO:0003925
scig1.0060791	GO:0016746,GO:0034604
scig1.0060794	GO:0003924,GO:0005525,GO:0000166
scig1.0060809	GO:0003676,GO:0016491,GO:0051213,GO:0048244,GO:0046872,GO:0022857,GO:0031418
scig1.0060823	GO:0005524,GO:0000166,GO:0016301,GO:0016740,GO:0005007,GO:0004714,GO:0004715,GO:0042803,GO:0008201,GO:0004713,GO:0004672,GO:0005515,GO:0042802,GO:0017134
scig1.0060833	GO:0005509,GO:0005178,GO:0005515,GO:0098640,GO:0003682,GO:0003674
scig1.0060853	GO:0016787,GO:0016798,GO:0004553,GO:0004564
scig1.0060900	GO:0046872,GO:0016788,GO:0008409,GO:0004518,GO:0000287,GO:0003824,GO:0003677,GO:0016787,GO:0004527,GO:0017108,GO:0004519,GO:0030145,GO:0004523
scig1.0060914	GO:0016740,GO:0004842,GO:0046872
scig1.0060937	GO:0000976,GO:0003714,GO:0003677,GO:0008013,GO:0003682,GO:0042393,GO:0042802,GO:0005515
scig1.0060940	GO:0003682,GO:0005515,GO:0042802,GO:0009881,GO:0005085,GO:0042803
scig1.0060944	GO:0003924,GO:0042802,GO:0019003,GO:0005525,GO:0000166
scig1.0060945	GO:0140311,GO:0005518,GO:0030234,GO:0001968,GO:0043236
scig1.0061023	GO:0008119,GO:0008757,GO:1904047,GO:0016740,GO:0008168
scig1.0061057	GO:0003723,GO:0051082,GO:0050750,GO:0000166,GO:0005524,GO:0019903,GO:0044183,GO:0005515,GO:0140662,GO:0016887
scig1.0061060	GO:0004477,GO:0004329,GO:0004486,GO:0004487,GO:0005524,GO:0000166,GO:0016874,GO:0016491,GO:0016787,GO:0003824,GO:0004488,GO:0042803
scig1.0061084	GO:0046872,GO:0019900,GO:0005515,GO:0019209,GO:0030295,GO:0019901
scig1.0061110	GO:0004930,GO:0004888
scig1.0061135	GO:0031072,GO:0017056,GO:0015631,GO:0043495,GO:0042803,GO:0051019,GO:0070840,GO:0003682,GO:0003729
scig1.0061149	GO:0003747
scig1.0061209	GO:0046872,GO:0003943,GO:0016787,GO:0008484,GO:0004065,GO:0043890
scig1.0061286	GO:0000146,GO:0005515,GO:0003779,GO:0005524,GO:0000166,GO:0003774,GO:0051015
scig1.0061294	GO:0046872,GO:0005507
scig1.0061301	GO:0046982,GO:0005096
scig1.0061310	GO:0005515,GO:0004930,GO:0004888,GO:0050839,GO:0005509
scig1.0061347	GO:0050840,GO:0030297,GO:0003713,GO:0042030,GO:0050699,GO:0038023,GO:0009374,GO:0003682,GO:0050431,GO:0008201,GO:0046872,GO:0004888,GO:0005539,GO:0030548,GO:0005515,GO:0035374,GO:0036122,GO:0005201,GO:0044325,GO:0043395,GO:0043237,GO:0002162,GO:0033691,GO:0035035,GO:0048018,GO:0043236,GO:0005509
scig1.0061348	GO:0003700,GO:0046966,GO:0001228,GO:0003712,GO:0051536,GO:0017147,GO:0061630,GO:0003677,GO:0071667,GO:0051539,GO:0003713,GO:0005109,GO:0003697,GO:0003896,GO:0000981,GO:0005515,GO:0000978,GO:0046872,GO:0030374
scig1.0061365	GO:0016740,GO:0004164,GO:0008168
scig1.0061368	GO:0016740,GO:0016773,GO:0003951,GO:0016301,GO:0000166,GO:0005524,GO:0046872
scig1.0061379	GO:0005515
scig1.0061395	GO:0005515,GO:0003924,GO:0000166,GO:0005525,GO:0031681
scig1.0061405	GO:0001618,GO:0015248,GO:0038023,GO:0005319,GO:0004888,GO:0015485,GO:0005515
scig1.0061409	GO:0008270,GO:0004197,GO:0008233,GO:0046872,GO:0004843,GO:0008234,GO:0016787
scig1.0061432	GO:0016301,GO:0005524,GO:0000166,GO:0016740,GO:0043531,GO:0004672
scig1.0061477	GO:0004672,GO:0106310,GO:0004674,GO:0003824,GO:0005516,GO:0004683,GO:0016740,GO:0016301,GO:0005524,GO:0000166
scig1.0061486	GO:0003674
scig1.0061497	GO:0004621,GO:0017080,GO:0016787
scig1.0061498	GO:0000981,GO:0005515,GO:0042802,GO:0046872,GO:0019789,GO:0000978,GO:0003713,GO:0046983,GO:0003677,GO:0043565,GO:0061665,GO:0001228,GO:1990837,GO:0003712,GO:0016740
scig1.0061531	GO:0005524,GO:0000166,GO:0016787
scig1.0061546	GO:0005515,GO:0008521,GO:0042803
scig1.0061593	GO:0022857,GO:0015311,GO:0015312
scig1.0061613	GO:0016740,GO:0003677,GO:0008270,GO:0004842,GO:0046872
scig1.0061638	GO:0005509,GO:0009374
scig1.0061645	GO:0016491,GO:0004497,GO:0050660,GO:0050661,GO:0004499
scig1.0061655	GO:0031625,GO:0005515,GO:0019904
scig1.0061662	GO:0016407,GO:0003713,GO:0046872,GO:0004402,GO:0043996,GO:0005515,GO:0019899,GO:0061733,GO:0016740,GO:0003712,GO:0016746,GO:0061629,GO:0043995,GO:0046972
scig1.0061714	GO:0009922,GO:0016740
scig1.0061730	GO:0003674
scig1.0061732	GO:0004888,GO:0004930,GO:0015643,GO:0050840,GO:0005518,GO:0043236,GO:0030246,GO:0005509,GO:0050839,GO:0016524
scig1.0061733	GO:0005178,GO:0005509,GO:0098640,GO:0005515,GO:0003674,GO:0003682
scig1.0061739	GO:0045296,GO:0005096
scig1.0061756	GO:0005509,GO:0019838,GO:0050431,GO:0005515
scig1.0061834	GO:0005515
scig1.0061836	GO:0003723,GO:0044325,GO:0046872,GO:0005198,GO:0030695,GO:0005515,GO:0031267
scig1.0061879	GO:0016844
scig1.0061883	GO:0005509,GO:0003677,GO:0098640,GO:0046872,GO:0005125,GO:0003682,GO:0008270
scig1.0061902	GO:0016740,GO:0003676,GO:0004519,GO:0016787,GO:0004518,GO:0003887,GO:0003964,GO:0016779,GO:0008233
scig1.0061944	GO:0000166,GO:0005524,GO:0051959,GO:0016887,GO:0008569,GO:0045505,GO:0003777
scig1.0061948	GO:0019901
scig1.0061971	GO:0019843,GO:0003723,GO:0003676
scig1.0061980	GO:0016740,GO:0003824,GO:0016779,GO:0003964
scig1.0062036	GO:0004715,GO:0000287,GO:0016740,GO:0005524,GO:0000166,GO:0016301,GO:0046872,GO:0004672,GO:0004713
scig1.0062040	GO:0003723,GO:0003676,GO:0003729
scig1.0062042	GO:0000166,GO:0005524,GO:0016301,GO:0004707,GO:0016740,GO:0106310,GO:0004672,GO:0004674
scig1.0062074	GO:0008289,GO:0140311,GO:0008142
scig1.0062076	GO:0005178,GO:0004714,GO:0016301,GO:0005524,GO:0000166,GO:0016740,GO:0005201,GO:0005515,GO:0004672,GO:0008201,GO:0004713,GO:0098633,GO:0005518,GO:0003674
scig1.0062112	GO:0030170,GO:0046872,GO:0051536,GO:0016740,GO:0031071
scig1.0062133	GO:0005096,GO:0070097,GO:0005515
scig1.0062147	GO:0008840,GO:0016829
scig1.0062153	GO:0010309,GO:0051213,GO:0016491,GO:0010308,GO:0016151,GO:0046872,GO:0005506
scig1.0062163	GO:0008757,GO:0030791,GO:0016740
scig1.0062176	GO:0003677,GO:0000978,GO:0046872
scig1.0062179	GO:0005085,GO:0005154,GO:0001784,GO:0005515,GO:0046872
scig1.0062186	GO:0035591,GO:0034485,GO:0004439,GO:0016791,GO:0005096,GO:0004445,GO:0052745,GO:0003824,GO:0016787,GO:0031267,GO:0052659,GO:0034595,GO:0052658,GO:0005515
scig1.0062222	GO:0005262,GO:0015276,GO:0005515,GO:0008066
scig1.0062257	GO:0005509,GO:0004098,GO:0008484,GO:0016787,GO:0004065,GO:0046872
scig1.0062268	GO:0016787,GO:0016791,GO:0004721
scig1.0062285	GO:0046872,GO:0005515,GO:0030674,GO:0019888,GO:0005509
scig1.0062299	GO:0005179,GO:0005201,GO:0005178,GO:0005509,GO:0044877,GO:0008201,GO:0042802,GO:0005515
scig1.0062323	GO:0016887,GO:0140662,GO:0051082,GO:0005524,GO:0000166
scig1.0062348	GO:0000981,GO:0003700,GO:0043565,GO:0003677
scig1.0062355	GO:0019838,GO:0005509,GO:0005201,GO:0005179,GO:0004888,GO:0004930,GO:0035374,GO:0005515,GO:0008201,GO:0050431
scig1.0062412	GO:1990837,GO:0001228,GO:0003700,GO:0000977,GO:0003677,GO:0000978,GO:0000981
scig1.0062432	GO:0003674
scig1.0062515	GO:0016787,GO:0003944
scig1.0062554	GO:0005524,GO:0000166,GO:0016887,GO:0140567
scig1.0062606	GO:0005178,GO:0005509,GO:0005112,GO:0098640,GO:0005515,GO:0003682
scig1.0062618	GO:0046872,GO:0003674,GO:0003723
